day,scenario,activity,class,is_anomaly,start,end,duration_sec
2025-01-21,noon,Go to toilet,normal,0,2025-01-21 13:31:33,2025-01-21 13:33:51,137
2025-01-21,noon,Leave home,normal,0,2025-01-21 13:33:51,2025-01-21 13:34:16,24
2025-01-21,evening,Enter home,normal,0,2025-01-21 18:00:00,2025-01-21 18:00:14,14
2025-01-21,evening,Cook dinner,normal,0,2025-01-21 18:00:14,2025-01-21 18:14:02,828
2025-01-21,evening,Eat dinner,normal,0,2025-01-21 18:14:02,2025-01-21 18:29:14,912
2025-01-21,evening,Wash dishes,normal,0,2025-01-21 18:29:14,2025-01-21 18:43:22,848
2025-01-21,evening,Watch TV,normal,0,2025-01-21 18:43:22,2025-01-21 19:05:35,1332
2025-01-21,evening,Read,normal,0,2025-01-21 19:05:35,2025-01-21 19:22:55,1039
2025-01-21,evening,Go to toilet,normal,0,2025-01-21 19:22:55,2025-01-21 19:25:50,174
2025-01-21,evening,Bathe,normal,0,2025-01-21 19:25:50,2025-01-21 19:35:27,577
2025-01-21,evening,Go to toilet,normal,0,2025-01-21 19:35:27,2025-01-21 19:37:37,130
2025-01-21,evening,Take medication,normal,0,2025-01-21 19:37:37,2025-01-21 19:38:35,57
2025-01-21,evening,Sleep,normal,0,2025-01-21 19:38:35,2025-01-21 20:26:13,2858
2025-01-22,morning,Sleep in Bed,normal,0,2025-01-22 08:00:00,2025-01-22 08:27:06,1626
2025-01-22,morning,Late medication,late_medication,1,2025-01-22 10:27:06,2025-01-22 10:28:06,59
2025-01-22,morning,Go to toilet,normal,0,2025-01-22 10:28:06,2025-01-22 10:30:52,166
2025-01-22,morning,Dress,normal,0,2025-01-22 10:30:52,2025-01-22 10:34:02,190
2025-01-22,morning,Cook breakfast,normal,0,2025-01-22 10:34:02,2025-01-22 10:41:15,432
2025-01-22,morning,Eat breakfast,normal,0,2025-01-22 10:41:15,2025-01-22 10:50:05,530
2025-01-22,morning,Wash dishes,normal,0,2025-01-22 10:50:05,2025-01-22 11:03:19,793
2025-01-22,morning,Bathe,normal,0,2025-01-22 11:03:19,2025-01-22 11:12:49,569
2025-01-22,morning,Leave home,normal,0,2025-01-22 11:12:49,2025-01-22 11:13:12,23
2025-01-22,noon,Enter home,normal,0,2025-01-22 13:00:00,2025-01-22 13:00:14,14
2025-01-22,noon,Cook lunch,normal,0,2025-01-22 13:00:14,2025-01-22 13:09:19,545
2025-01-22,noon,Eat lunch,normal,0,2025-01-22 13:09:19,2025-01-22 13:20:07,647
2025-01-22,noon,Wash dishes,normal,0,2025-01-22 13:20:07,2025-01-22 13:31:23,675
2025-01-22,noon,Go to toilet,normal,0,2025-01-22 13:31:23,2025-01-22 13:33:37,134
2025-01-22,noon,Leave home,normal,0,2025-01-22 13:33:37,2025-01-22 13:34:02,24
2025-01-22,evening,Enter home,normal,0,2025-01-22 18:00:00,2025-01-22 18:00:14,14
2025-01-22,evening,Cook dinner,normal,0,2025-01-22 18:00:14,2025-01-22 18:12:03,709
2025-01-22,evening,Eat dinner,normal,0,2025-01-22 18:12:03,2025-01-22 18:26:58,894
2025-01-22,evening,Wash dishes,normal,0,2025-01-22 18:26:58,2025-01-22 18:42:10,911
2025-01-22,evening,Read,normal,0,2025-01-22 18:42:10,2025-01-22 18:56:33,863
2025-01-22,evening,Bathe,normal,0,2025-01-22 18:56:33,2025-01-22 19:07:23,649
2025-01-22,evening,Go to toilet,normal,0,2025-01-22 19:07:23,2025-01-22 19:09:30,127
2025-01-22,evening,Take medication,normal,0,2025-01-22 19:09:30,2025-01-22 19:10:35,64
2025-01-22,evening,Sleep,normal,0,2025-01-22 19:10:35,2025-01-22 19:56:53,2777
2025-01-23,morning,Sleep in Bed,normal,0,2025-01-23 07:00:00,2025-01-23 07:17:49,1069
2025-01-23,morning,Late medication,late_medication,1,2025-01-23 09:17:49,2025-01-23 09:18:26,37
2025-01-23,morning,Go to toilet,normal,0,2025-01-23 09:18:26,2025-01-23 09:20:29,122
2025-01-23,morning,Dress,normal,0,2025-01-23 09:20:29,2025-01-23 09:22:30,120
2025-01-23,morning,Cook breakfast,normal,0,2025-01-23 09:22:30,2025-01-23 09:29:07,396
2025-01-23,morning,Eat breakfast,normal,0,2025-01-23 09:29:07,2025-01-23 09:36:09,422
2025-01-23,morning,Wash dishes,normal,0,2025-01-23 09:36:09,2025-01-23 09:46:17,608
2025-01-23,morning,Leave home,normal,0,2025-01-23 09:46:17,2025-01-23 09:46:41,24
2025-01-23,noon,Enter home,normal,0,2025-01-23 12:00:00,2025-01-23 12:00:14,14
2025-01-23,noon,Cook lunch,normal,0,2025-01-23 12:00:14,2025-01-23 12:07:00,406
2025-01-23,noon,Eat lunch,normal,0,2025-01-23 12:07:00,2025-01-23 12:14:49,468
2025-01-23,noon,Wash dishes,normal,0,2025-01-23 12:14:49,2025-01-23 12:26:56,727
2025-01-23,noon,Go to toilet,normal,0,2025-01-23 12:26:56,2025-01-23 12:28:52,115
2025-01-23,noon,Leave home,normal,0,2025-01-23 12:28:52,2025-01-23 12:29:17,24
2025-01-23,evening,Enter home,normal,0,2025-01-23 18:00:00,2025-01-23 18:00:14,14
2025-01-23,evening,Cook dinner,normal,0,2025-01-23 18:00:14,2025-01-23 18:11:25,671
2025-01-23,evening,Eat dinner,normal,0,2025-01-23 18:11:25,2025-01-23 18:23:20,715
2025-01-23,evening,Wash dishes,normal,0,2025-01-23 18:23:20,2025-01-23 18:34:31,671
2025-01-23,evening,Watch TV,normal,0,2025-01-23 18:34:31,2025-01-23 18:52:47,1095
2025-01-23,evening,Read,normal,0,2025-01-23 18:52:47,2025-01-23 19:03:21,634
2025-01-23,evening,Bathe,normal,0,2025-01-23 19:03:21,2025-01-23 19:13:07,585
2025-01-23,evening,Go to toilet,normal,0,2025-01-23 19:13:07,2025-01-23 19:15:14,127
2025-01-23,evening,Take medication,normal,0,2025-01-23 19:15:14,2025-01-23 19:16:10,55
2025-01-23,evening,Sleep,normal,0,2025-01-23 19:16:10,2025-01-23 20:03:23,2833
2025-01-24,morning,Sleep in Bed,normal,0,2025-01-24 06:00:00,2025-01-24 06:20:34,1234
2025-01-24,morning,Take medication,normal,0,2025-01-24 06:20:34,2025-01-24 06:21:14,39
2025-01-24,morning,Go to toilet,normal,0,2025-01-24 06:21:14,2025-01-24 06:23:00,106
2025-01-24,morning,Go to toilet,normal,0,2025-01-24 06:23:00,2025-01-24 06:24:37,96
2025-01-24,morning,Dress,normal,0,2025-01-24 06:24:37,2025-01-24 06:26:36,118
2025-01-24,morning,Go to toilet,normal,0,2025-01-24 06:26:36,2025-01-24 06:28:26,110
2025-01-24,morning,Cook breakfast,normal,0,2025-01-24 06:28:26,2025-01-24 06:33:42,315
2025-01-24,morning,Eat breakfast,normal,0,2025-01-24 06:33:42,2025-01-24 06:39:29,346
2025-01-24,morning,Wash dishes,normal,0,2025-01-24 06:39:29,2025-01-24 06:49:49,620
2025-01-24,morning,Bathe,normal,0,2025-01-24 06:49:49,2025-01-24 06:56:26,397
2025-01-24,morning,Leave home,normal,0,2025-01-24 06:56:26,2025-01-24 06:56:50,23
2025-01-24,noon,Enter home,normal,0,2025-01-24 12:00:00,2025-01-24 12:00:14,14
2025-01-24,noon,Cook lunch,normal,0,2025-01-24 12:00:14,2025-01-24 12:05:15,301
2025-01-24,noon,Eat lunch,normal,0,2025-01-24 12:05:15,2025-01-24 12:11:43,387
2025-01-24,noon,Wash dishes,normal,0,2025-01-24 12:11:43,2025-01-24 12:19:05,442
2025-01-24,noon,Go to toilet,normal,0,2025-01-24 12:19:05,2025-01-24 12:20:35,89
2025-01-24,noon,Go to toilet,normal,0,2025-01-24 12:20:35,2025-01-24 12:21:58,83
2025-01-24,noon,Leave home,normal,0,2025-01-24 12:21:58,2025-01-24 12:22:23,24
2025-01-24,evening,Enter home,normal,0,2025-01-24 19:00:00,2025-01-24 19:00:14,14
2025-01-24,evening,Cook dinner,normal,0,2025-01-24 19:00:14,2025-01-24 19:07:45,451
2025-01-24,evening,Watch TV,normal,0,2025-01-24 19:07:45,2025-01-24 19:25:12,1046
2025-01-24,evening,Eat dinner,normal,0,2025-01-24 19:25:12,2025-01-24 19:35:34,622
2025-01-24,evening,Wash dishes,normal,0,2025-01-24 19:35:34,2025-01-24 19:44:35,540
2025-01-24,evening,Watch TV,normal,0,2025-01-24 19:44:35,2025-01-24 20:03:33,1138
2025-01-24,evening,Read,normal,0,2025-01-24 20:03:33,2025-01-24 20:12:31,537
2025-01-24,evening,Bathe,normal,0,2025-01-24 20:12:31,2025-01-24 20:18:41,369
2025-01-24,evening,Go to toilet,normal,0,2025-01-24 20:18:41,2025-01-24 20:20:04,83
2025-01-24,evening,Take medication,normal,0,2025-01-24 20:20:04,2025-01-24 20:20:44,40
2025-01-24,evening,Sleep,normal,0,2025-01-24 20:20:44,2025-01-24 20:48:56,1691
2025-01-25,morning,Sleep in Bed,normal,0,2025-01-25 06:00:00,2025-01-25 06:19:00,1140
2025-01-25,morning,Go to toilet,normal,0,2025-01-25 06:19:00,2025-01-25 06:20:35,95
2025-01-25,morning,Take medication,normal,0,2025-01-25 06:20:35,2025-01-25 06:21:20,45
2025-01-25,morning,Go to toilet,normal,0,2025-01-25 06:21:20,2025-01-25 06:23:23,122
2025-01-25,morning,Dress,normal,0,2025-01-25 06:23:23,2025-01-25 06:25:10,107
2025-01-25,morning,Cook breakfast,normal,0,2025-01-25 06:25:10,2025-01-25 06:30:17,306
2025-01-25,morning,Eat breakfast,normal,0,2025-01-25 06:30:17,2025-01-25 06:36:38,380
2025-01-25,morning,Wash dishes,normal,0,2025-01-25 06:36:38,2025-01-25 06:44:02,443
2025-01-25,morning,Bathe,normal,0,2025-01-25 06:44:02,2025-01-25 06:51:00,418
2025-01-25,morning,Leave home,normal,0,2025-01-25 06:51:00,2025-01-25 06:51:24,23
2025-01-25,noon,Enter home,normal,0,2025-01-25 12:00:00,2025-01-25 12:00:14,14
2025-01-25,noon,Cook lunch,normal,0,2025-01-25 12:00:14,2025-01-25 12:06:07,353
2025-01-25,noon,Eat lunch,normal,0,2025-01-25 12:06:07,2025-01-25 12:12:39,392
2025-01-25,noon,Wash dishes,normal,0,2025-01-25 12:12:39,2025-01-25 12:19:51,432
2025-01-25,noon,Go to toilet,normal,0,2025-01-25 12:19:51,2025-01-25 12:21:49,117
2025-01-25,noon,Go to toilet,normal,0,2025-01-25 12:21:49,2025-01-25 12:23:39,109
2025-01-25,noon,Leave home,normal,0,2025-01-25 12:23:39,2025-01-25 12:24:03,24
2025-01-25,evening,Enter home,normal,0,2025-01-25 19:00:00,2025-01-25 19:00:14,14
2025-01-25,evening,Watch TV,normal,0,2025-01-25 19:00:14,2025-01-25 19:20:44,1230
2025-01-25,evening,Cook dinner,normal,0,2025-01-25 19:20:44,2025-01-25 19:30:19,574
2025-01-25,evening,Eat dinner,normal,0,2025-01-25 19:30:19,2025-01-25 19:38:04,464
2025-01-25,evening,Wash dishes,normal,0,2025-01-25 19:38:04,2025-01-25 19:48:20,615
2025-01-25,evening,Watch TV,normal,0,2025-01-25 19:48:20,2025-01-25 20:08:25,1205
2025-01-25,evening,Go to toilet,normal,0,2025-01-25 20:08:25,2025-01-25 20:10:00,95
2025-01-25,evening,Read,normal,0,2025-01-25 20:10:00,2025-01-25 20:20:25,624
2025-01-25,evening,Read,normal,0,2025-01-25 20:20:25,2025-01-25 20:32:10,705
2025-01-25,evening,Bathe,normal,0,2025-01-25 20:32:10,2025-01-25 20:39:49,458
2025-01-25,evening,Go to toilet,normal,0,2025-01-25 20:39:49,2025-01-25 20:41:28,99
2025-01-25,evening,Late medication,late_medication,1,2025-01-25 22:41:28,2025-01-25 22:42:15,46
2025-01-25,evening,Read,normal,0,2025-01-25 22:42:15,2025-01-25 22:54:11,716
2025-01-25,evening,Sleep,normal,0,2025-01-25 22:54:11,2025-01-25 23:23:27,1755
2025-01-26,morning,Sleep in Bed,normal,0,2025-01-26 08:00:00,2025-01-26 08:23:29,1409
2025-01-26,morning,Take medication,normal,0,2025-01-26 08:23:29,2025-01-26 08:24:16,47
2025-01-26,morning,Go to toilet,normal,0,2025-01-26 08:24:16,2025-01-26 08:26:44,147
2025-01-26,morning,Dress,normal,0,2025-01-26 08:26:44,2025-01-26 08:29:30,166
2025-01-26,morning,Cook breakfast,normal,0,2025-01-26 08:29:30,2025-01-26 08:37:12,461
2025-01-26,morning,Eat breakfast,normal,0,2025-01-26 08:37:12,2025-01-26 08:48:23,670
2025-01-26,morning,Wash dishes,normal,0,2025-01-26 08:48:23,2025-01-26 09:01:58,814
2025-01-26,morning,Bathe,normal,0,2025-01-26 09:01:58,2025-01-26 09:12:32,634
2025-01-26,morning,Leave home,normal,0,2025-01-26 09:12:32,2025-01-26 09:12:55,23
2025-01-26,noon,Enter home,normal,0,2025-01-26 13:00:00,2025-01-26 13:00:14,14
2025-01-26,noon,Cook lunch,normal,0,2025-01-26 13:00:14,2025-01-26 13:08:29,495
2025-01-26,noon,Wash dishes,normal,0,2025-01-26 13:08:29,2025-01-26 13:21:23,774
2025-01-26,noon,Go to toilet,normal,0,2025-01-26 13:21:23,2025-01-26 13:23:33,130
2025-01-26,noon,Leave home,normal,0,2025-01-26 13:23:33,2025-01-26 13:23:58,24
2025-01-26,evening,Enter home,normal,0,2025-01-26 18:00:00,2025-01-26 18:00:14,14
2025-01-26,evening,Cook dinner,normal,0,2025-01-26 18:00:14,2025-01-26 18:13:21,787
2025-01-26,evening,Wash dishes,normal,0,2025-01-26 18:13:21,2025-01-26 18:26:33,791
2025-01-26,evening,Read,normal,0,2025-01-26 18:26:33,2025-01-26 18:39:55,802
2025-01-26,evening,Bathe,normal,0,2025-01-26 18:39:55,2025-01-26 18:52:36,760
2025-01-26,evening,Go to toilet,normal,0,2025-01-26 18:52:36,2025-01-26 18:54:53,137
2025-01-26,evening,Missed medication,missed_medication,1,2025-01-26 18:54:53,2025-01-26 18:56:10,76
2025-01-26,evening,Sleep,normal,0,2025-01-26 18:56:10,2025-01-26 19:57:44,3694
2025-01-26,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-26 22:00:00,2025-01-27 00:39:41,9581
2025-01-27,morning,Sleep in Bed,normal,0,2025-01-27 08:00:00,2025-01-27 08:31:03,1863
2025-01-27,morning,Take medication,normal,0,2025-01-27 08:31:03,2025-01-27 08:31:48,44
2025-01-27,morning,Go to toilet,normal,0,2025-01-27 08:31:48,2025-01-27 08:34:34,166
2025-01-27,morning,Dress,normal,0,2025-01-27 08:34:34,2025-01-27 08:37:17,162
2025-01-27,morning,Cook breakfast,normal,0,2025-01-27 08:37:17,2025-01-27 08:44:31,434
2025-01-27,morning,Eat breakfast,normal,0,2025-01-27 08:44:31,2025-01-27 08:54:37,605
2025-01-27,morning,Wash dishes,normal,0,2025-01-27 08:54:37,2025-01-27 09:08:39,842
2025-01-27,morning,Bathe,normal,0,2025-01-27 09:08:39,2025-01-27 09:20:27,707
2025-01-27,morning,Leave home,normal,0,2025-01-27 09:20:27,2025-01-27 09:20:51,23
2025-01-27,noon,Enter home,normal,0,2025-01-27 13:00:00,2025-01-27 13:00:14,14
2025-01-27,noon,Eat lunch,normal,0,2025-01-27 13:00:14,2025-01-27 13:12:04,710
2025-01-27,noon,Wash dishes,normal,0,2025-01-27 13:12:04,2025-01-27 13:23:01,657
2025-01-27,noon,Go to toilet,normal,0,2025-01-27 13:23:01,2025-01-27 13:25:51,170
2025-01-27,noon,Go to toilet,normal,0,2025-01-27 13:25:51,2025-01-27 13:28:27,155
2025-01-27,noon,Leave home,normal,0,2025-01-27 13:28:27,2025-01-27 13:28:52,24
2025-01-27,evening,Enter home,normal,0,2025-01-27 18:00:00,2025-01-27 18:00:14,14
2025-01-27,evening,Cook dinner,normal,0,2025-01-27 18:00:14,2025-01-27 18:12:56,762
2025-01-27,evening,Eat dinner,normal,0,2025-01-27 18:12:56,2025-01-27 18:25:20,743
2025-01-27,evening,Wash dishes,normal,0,2025-01-27 18:25:20,2025-01-27 18:36:32,672
2025-01-27,evening,Watch TV,normal,0,2025-01-27 18:36:32,2025-01-27 19:02:54,1582
2025-01-27,evening,Read,normal,0,2025-01-27 19:02:54,2025-01-27 19:18:21,926
2025-01-27,evening,Bathe,normal,0,2025-01-27 19:18:21,2025-01-27 19:28:57,635
2025-01-27,evening,Read,normal,0,2025-01-27 19:28:57,2025-01-27 19:46:10,1032
2025-01-27,evening,Go to toilet,normal,0,2025-01-27 19:46:10,2025-01-27 19:48:49,159
2025-01-27,evening,Late medication,late_medication,1,2025-01-27 21:48:49,2025-01-27 21:49:49,59
2025-01-27,evening,Sleep,normal,0,2025-01-27 21:49:49,2025-01-27 22:32:39,2570
2025-01-27,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-27 22:00:00,2025-01-28 00:09:25,7765
2025-01-28,morning,Sleep in Bed,normal,0,2025-01-28 07:00:00,2025-01-28 07:17:32,1052
2025-01-28,morning,Take medication,normal,0,2025-01-28 07:17:32,2025-01-28 07:18:19,46
2025-01-28,morning,Go to toilet,normal,0,2025-01-28 07:18:19,2025-01-28 07:20:09,110
2025-01-28,morning,Dress,normal,0,2025-01-28 07:20:09,2025-01-28 07:22:07,118
2025-01-28,morning,Cook breakfast,normal,0,2025-01-28 07:22:07,2025-01-28 07:28:19,372
2025-01-28,morning,Eat breakfast,normal,0,2025-01-28 07:28:19,2025-01-28 07:35:11,411
2025-01-28,morning,Wash dishes,normal,0,2025-01-28 07:35:11,2025-01-28 07:47:03,712
2025-01-28,morning,Bathe,normal,0,2025-01-28 07:47:03,2025-01-28 07:55:58,534
2025-01-28,morning,Leave home,normal,0,2025-01-28 07:55:58,2025-01-28 07:56:21,23
2025-01-28,morning,Go to toilet,normal,0,2025-01-28 07:56:21,2025-01-28 07:58:43,142
2025-01-28,noon,Enter home,normal,0,2025-01-28 12:00:00,2025-01-28 12:00:26,26
2025-01-28,noon,Cook lunch,normal,0,2025-01-28 12:00:26,2025-01-28 12:06:44,378
2025-01-28,noon,Eat lunch,normal,0,2025-01-28 12:06:44,2025-01-28 12:16:04,559
2025-01-28,noon,Wash dishes,normal,0,2025-01-28 12:16:04,2025-01-28 12:27:21,676
2025-01-28,noon,Go to toilet,normal,0,2025-01-28 12:27:21,2025-01-28 12:29:31,130
2025-01-28,noon,Leave home,normal,0,2025-01-28 12:29:31,2025-01-28 12:29:56,24
2025-01-28,evening,Enter home,normal,0,2025-01-28 18:00:00,2025-01-28 18:00:14,14
2025-01-28,evening,Cook dinner,normal,0,2025-01-28 18:00:14,2025-01-28 18:09:06,532
2025-01-28,evening,Eat dinner,normal,0,2025-01-28 18:09:06,2025-01-28 18:20:45,699
2025-01-28,evening,Wash dishes,normal,0,2025-01-28 18:20:45,2025-01-28 18:31:52,667
2025-01-28,evening,Watch TV,normal,0,2025-01-28 18:31:52,2025-01-28 18:51:35,1182
2025-01-28,evening,Read,normal,0,2025-01-28 18:51:35,2025-01-28 19:05:50,855
2025-01-28,evening,Watch TV,normal,0,2025-01-28 19:05:50,2025-01-28 19:29:11,1400
2025-01-28,evening,Bathe,normal,0,2025-01-28 19:29:11,2025-01-28 19:36:02,410
2025-01-28,evening,Go to toilet,normal,0,2025-01-28 19:36:02,2025-01-28 19:38:02,119
2025-01-28,evening,Missed medication,missed_medication,1,2025-01-28 19:38:02,2025-01-28 19:39:02,59
2025-01-28,evening,Sleep,normal,0,2025-01-28 19:39:02,2025-01-28 20:18:44,2382
2025-01-29,morning,Sleep in Bed,normal,0,2025-01-29 06:00:00,2025-01-29 06:15:59,959
2025-01-29,morning,Go to toilet,normal,0,2025-01-29 06:15:59,2025-01-29 06:17:34,94
2025-01-29,morning,Take medication,normal,0,2025-01-29 06:17:34,2025-01-29 06:18:21,47
2025-01-29,morning,Go to toilet,normal,0,2025-01-29 06:18:21,2025-01-29 06:20:23,121
2025-01-29,morning,Dress,normal,0,2025-01-29 06:20:23,2025-01-29 06:22:07,104
2025-01-29,morning,Cook breakfast,normal,0,2025-01-29 06:22:07,2025-01-29 06:27:39,332
2025-01-29,morning,Go to toilet,normal,0,2025-01-29 06:27:39,2025-01-29 06:29:37,117
2025-01-29,morning,Eat breakfast,normal,0,2025-01-29 06:29:37,2025-01-29 06:36:27,410
2025-01-29,morning,Bathe,normal,0,2025-01-29 06:36:27,2025-01-29 06:44:06,458
2025-01-29,morning,Leave home,normal,0,2025-01-29 06:44:06,2025-01-29 06:44:29,23
2025-01-29,noon,Enter home,normal,0,2025-01-29 12:00:00,2025-01-29 12:00:14,14
2025-01-29,noon,Cook lunch,normal,0,2025-01-29 12:00:14,2025-01-29 12:06:11,357
2025-01-29,noon,Go to toilet,normal,0,2025-01-29 12:06:11,2025-01-29 12:08:16,124
2025-01-29,noon,Eat lunch,normal,0,2025-01-29 12:08:16,2025-01-29 12:15:03,406
2025-01-29,noon,Go to toilet,normal,0,2025-01-29 12:15:03,2025-01-29 12:16:54,110
2025-01-29,noon,Wash dishes,normal,0,2025-01-29 12:16:54,2025-01-29 12:26:25,571
2025-01-29,noon,Go to toilet,normal,0,2025-01-29 12:26:25,2025-01-29 12:27:59,93
2025-01-29,noon,Leave home,normal,0,2025-01-29 12:27:59,2025-01-29 12:28:23,24
2025-01-29,evening,Enter home,normal,0,2025-01-29 19:00:00,2025-01-29 19:00:14,14
2025-01-29,evening,Cook dinner,normal,0,2025-01-29 19:00:14,2025-01-29 19:08:53,519
2025-01-29,evening,Eat dinner,normal,0,2025-01-29 19:08:53,2025-01-29 19:16:35,461
2025-01-29,evening,Watch TV,normal,0,2025-01-29 19:16:35,2025-01-29 19:32:41,966
2025-01-29,evening,Read,normal,0,2025-01-29 19:32:41,2025-01-29 19:41:19,517
2025-01-29,evening,Bathe,normal,0,2025-01-29 19:41:19,2025-01-29 19:47:38,378
2025-01-29,evening,Go to toilet,normal,0,2025-01-29 19:47:38,2025-01-29 19:49:19,101
2025-01-29,evening,Watch TV,normal,0,2025-01-29 19:49:19,2025-01-29 20:06:01,1001
2025-01-29,evening,Late medication,late_medication,1,2025-01-29 22:06:01,2025-01-29 22:06:43,42
2025-01-29,evening,Sleep,normal,0,2025-01-29 22:06:43,2025-01-29 22:36:41,1797
2025-01-29,evening,Watch TV,normal,0,2025-01-29 22:36:41,2025-01-29 22:57:12,1231
2025-01-29,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-29 22:00:00,2025-01-29 23:55:33,6933
2025-01-30,morning,Sleep in Bed,normal,0,2025-01-30 06:00:00,2025-01-30 06:18:25,1105
2025-01-30,morning,Take medication,normal,0,2025-01-30 06:18:25,2025-01-30 06:19:07,42
2025-01-30,morning,Go to toilet,normal,0,2025-01-30 06:19:07,2025-01-30 06:21:00,112
2025-01-30,morning,Dress,normal,0,2025-01-30 06:21:00,2025-01-30 06:23:06,126
2025-01-30,morning,Go to toilet,normal,0,2025-01-30 06:23:06,2025-01-30 06:25:14,128
2025-01-30,morning,Cook breakfast,normal,0,2025-01-30 06:25:14,2025-01-30 06:29:58,283
2025-01-30,morning,Eat breakfast,normal,0,2025-01-30 06:29:58,2025-01-30 06:37:11,432
2025-01-30,morning,Wash dishes,normal,0,2025-01-30 06:37:11,2025-01-30 06:45:06,475
2025-01-30,morning,Bathe,normal,0,2025-01-30 06:45:06,2025-01-30 06:53:07,481
2025-01-30,morning,Leave home,normal,0,2025-01-30 06:53:07,2025-01-30 06:53:31,23
2025-01-30,noon,Enter home,normal,0,2025-01-30 12:00:00,2025-01-30 12:00:14,14
2025-01-30,noon,Go to toilet,normal,0,2025-01-30 12:00:14,2025-01-30 12:02:06,112
2025-01-30,noon,Cook lunch,normal,0,2025-01-30 12:02:06,2025-01-30 12:07:43,336
2025-01-30,noon,Go to toilet,normal,0,2025-01-30 12:07:43,2025-01-30 12:09:42,119
2025-01-30,noon,Eat lunch,normal,0,2025-01-30 12:09:42,2025-01-30 12:16:38,416
2025-01-30,noon,Wash dishes,normal,0,2025-01-30 12:16:38,2025-01-30 12:25:31,533
2025-01-30,noon,Go to toilet,normal,0,2025-01-30 12:25:31,2025-01-30 12:27:07,95
2025-01-30,noon,Go to toilet,normal,0,2025-01-30 12:27:07,2025-01-30 12:28:43,95
2025-01-30,noon,Leave home,normal,0,2025-01-30 12:28:43,2025-01-30 12:29:08,24
2025-01-30,evening,Enter home,normal,0,2025-01-30 19:00:00,2025-01-30 19:00:14,14
2025-01-30,evening,Cook dinner,normal,0,2025-01-30 19:00:14,2025-01-30 19:09:20,546
2025-01-30,evening,Eat dinner,normal,0,2025-01-30 19:09:20,2025-01-30 19:17:22,482
2025-01-30,evening,Wash dishes,normal,0,2025-01-30 19:17:22,2025-01-30 19:27:43,620
2025-01-30,evening,Watch TV,normal,0,2025-01-30 19:27:43,2025-01-30 19:45:00,1037
2025-01-30,evening,Read,normal,0,2025-01-30 19:45:00,2025-01-30 19:56:32,692
2025-01-30,evening,Bathe,normal,0,2025-01-30 19:56:32,2025-01-30 20:04:27,475
2025-01-30,evening,Go to toilet,normal,0,2025-01-30 20:04:27,2025-01-30 20:06:24,116
2025-01-30,evening,Go to toilet,normal,0,2025-01-30 20:06:24,2025-01-30 20:08:07,103
2025-01-30,evening,Read,normal,0,2025-01-30 20:08:07,2025-01-30 20:17:51,583
2025-01-30,evening,Late medication,late_medication,1,2025-01-30 22:17:51,2025-01-30 22:18:37,45
2025-01-30,evening,Sleep,normal,0,2025-01-30 22:18:37,2025-01-30 22:57:07,2310
2025-01-31,morning,Sleep in Bed,normal,0,2025-01-31 08:00:00,2025-01-31 08:30:32,1832
2025-01-31,morning,Missed medication,missed_medication,1,2025-01-31 08:30:32,2025-01-31 08:31:42,69
2025-01-31,morning,Go to toilet,normal,0,2025-01-31 08:31:42,2025-01-31 08:34:14,152
2025-01-31,morning,Dress,normal,0,2025-01-31 08:34:14,2025-01-31 08:37:00,165
2025-01-31,morning,Cook breakfast,normal,0,2025-01-31 08:37:00,2025-01-31 08:44:53,472
2025-01-31,morning,Wash dishes,normal,0,2025-01-31 08:44:53,2025-01-31 08:57:40,767
2025-01-31,morning,Bathe,normal,0,2025-01-31 08:57:40,2025-01-31 09:06:55,555
2025-01-31,morning,Leave home,normal,0,2025-01-31 09:06:55,2025-01-31 09:07:19,23
2025-01-31,noon,Enter home,normal,0,2025-01-31 13:00:00,2025-01-31 13:00:14,14
2025-01-31,noon,Go to toilet,normal,0,2025-01-31 13:00:14,2025-01-31 13:03:14,180
2025-01-31,noon,Cook lunch,normal,0,2025-01-31 13:03:14,2025-01-31 13:11:26,492
2025-01-31,noon,Eat lunch,normal,0,2025-01-31 13:11:26,2025-01-31 13:23:27,721
2025-01-31,noon,Wash dishes,normal,0,2025-01-31 13:23:27,2025-01-31 13:38:55,927
2025-01-31,noon,Go to toilet,normal,0,2025-01-31 13:38:55,2025-01-31 13:41:39,164
2025-01-31,noon,Go to toilet,normal,0,2025-01-31 13:41:39,2025-01-31 13:44:25,165
2025-01-31,noon,Leave home,normal,0,2025-01-31 13:44:25,2025-01-31 13:44:49,24
2025-01-31,evening,Enter home,normal,0,2025-01-31 18:00:00,2025-01-31 18:00:14,14
2025-01-31,evening,Cook dinner,normal,0,2025-01-31 18:00:14,2025-01-31 18:14:49,875
2025-01-31,evening,Wash dishes,normal,0,2025-01-31 18:14:49,2025-01-31 18:28:34,824
2025-01-31,evening,Watch TV,normal,0,2025-01-31 18:28:34,2025-01-31 18:55:43,1629
2025-01-31,evening,Read,normal,0,2025-01-31 18:55:43,2025-01-31 19:09:24,821
2025-01-31,evening,Bathe,normal,0,2025-01-31 19:09:24,2025-01-31 19:18:38,553
2025-01-31,evening,Go to toilet,normal,0,2025-01-31 19:18:38,2025-01-31 19:21:02,144
